serial_no,nice_class_code,mark_id_char,mark_length,statement_text,dict_indicator,pseudo_mark,formatted_text
71007029,16,PENNYSAVER,1,PAPER ENVELOPES,0,,"[CLS]PENNYSAVER [SEP] PAPER ENVELOPES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71007030,25,MOVEO ET PROFICIO KNOX NEW YORK.,6,HATS AND CAPS,0,,"[CLS]MOVEO ET PROFICIO KNOX NEW YORK. [SEP] HATS AND CAPS [SEP] mark absent in Wordnet [SEP] Mark length is 6 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71007033,30,DIAMOND CRYSTAL SALT,3,TABLE AND DAIRY SALT,1,,"[CLS]DIAMOND CRYSTAL SALT [SEP] TABLE AND DAIRY SALT [SEP] mark present in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71007061,30,PEACEMAKER,1,WHEAT FLOUR,1,,"[CLS]PEACEMAKER [SEP] WHEAT FLOUR [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71007147,30,SUCHARD,1,CHOCOLATES [ AND COCOAS ],0,,"[CLS]SUCHARD [SEP] CHOCOLATES [ AND COCOAS ] [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71007157,21,DOULTON,1,"POTTERY, EARTHENWARE, AND CHINA",0,,"[CLS]DOULTON [SEP] POTTERY, EARTHENWARE, AND CHINA [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71007158,21,ROYAL-DOULTON ENGLAND DDDD,3,"POTTERY [ , EARTHENWARE ] AND CHINA",0,,"[CLS]ROYAL-DOULTON ENGLAND DDDD [SEP] POTTERY [ , EARTHENWARE ] AND CHINA [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71007181,30,THE BEST,2,CANDY,0,,"[CLS]THE BEST [SEP] CANDY [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71007182,30,BUTTER CREAMS,2,CANDY,1,,"[CLS]BUTTER CREAMS [SEP] CANDY [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71007204,12,MONARCH,1,RUBBER TIRES,1,,"[CLS]MONARCH [SEP] RUBBER TIRES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 12 [SEP] Vehicles; apparatus for locomotion by land, air or water. [SEP] Pseudo mark is  [CLS]"
71007262,3,OLD HONESTY SOAP,3,"LAUNDRY, TOILET, AND SHAVING SOAPS",1,,"[CLS]OLD HONESTY SOAP [SEP] LAUNDRY, TOILET, AND SHAVING SOAPS [SEP] mark present in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
71007305,30,PRESTO,1,SELF-RISING FLOUR,1,,"[CLS]PRESTO [SEP] SELF-RISING FLOUR [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71007317,1,CAMPHO-PHENIQUE,1,NON-IRRITANT [ GERMICIDE AND ] ANTISEPTIC COMPOUND FOR [ INTERNAL AND ] EXTERNAL [ AND HYPODERMIC ] ADMINISTRATION,0,,"[CLS]CAMPHO-PHENIQUE [SEP] NON-IRRITANT [ GERMICIDE AND ] ANTISEPTIC COMPOUND FOR [ INTERNAL AND ] EXTERNAL [ AND HYPODERMIC ] ADMINISTRATION [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71007344,16,MACHINERY,1,"A MONTHLY PAPER DEVOTED TO THE DESIGN, CONSTRUCTION, AND OPERATION OF MACHINERY",1,,"[CLS]MACHINERY [SEP] A MONTHLY PAPER DEVOTED TO THE DESIGN, CONSTRUCTION, AND OPERATION OF MACHINERY [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71007349,29,AYRSHIRE,1,BUTTER,1,,"[CLS]AYRSHIRE [SEP] BUTTER [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71007350,2,KEYSTONE,1,"VARNISHES, JAPANS, LIQUID FILLERS, AND WATERPROOF FINISH",1,,"[CLS]KEYSTONE [SEP] VARNISHES, JAPANS, LIQUID FILLERS, AND WATERPROOF FINISH [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71007381,21,HYGEIA,1,NURSING BOTTLES,1,,"[CLS]HYGEIA [SEP] NURSING BOTTLES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71007405,25,REGAL.,1,LEATHER BOOTS AND SHOES,0,,"[CLS]REGAL. [SEP] LEATHER BOOTS AND SHOES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71007409,21,REGAL,1,SHOE-HOLDERS AND BOOT AND SHOE TREES,1,,"[CLS]REGAL [SEP] SHOE-HOLDERS AND BOOT AND SHOE TREES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71007427,6,CAPEWELL,1,HORSE-NAILS,0,,"[CLS]CAPEWELL [SEP] HORSE-NAILS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
71007470,1,WYANDOTTE,1,SODA-ASH AND CAUSTIC SODA,0,,"[CLS]WYANDOTTE [SEP] SODA-ASH AND CAUSTIC SODA [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71007472,29,PARSLEY BRAND,2,CANNED AND TINNED SALMON,1,,"[CLS]PARSLEY BRAND [SEP] CANNED AND TINNED SALMON [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71007489,33,A. DE LUZE & FILS BORDEAUX,6,WINES OF ALL KINDS,0,,[CLS]A. DE LUZE & FILS BORDEAUX [SEP] WINES OF ALL KINDS [SEP] mark absent in Wordnet [SEP] Mark length is 6 [SEP] NICE category is 33 [SEP] Alcoholic beverages (except beers). [SEP] Pseudo mark is  [CLS]
71007496,29,ELIZABETH LAZENBY,2,PICKLES AND VEGETABLE AND MEAT SAUCES,0,,"[CLS]ELIZABETH LAZENBY [SEP] PICKLES AND VEGETABLE AND MEAT SAUCES [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71007501,30,E-Z-BAKE,1,FLOUR,0,BAKE,"[CLS]E-Z-BAKE [SEP] FLOUR [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is BAKE [CLS]"
71007535,21,BRITISH GLASS P.B.,3,"PRISMATIC GLASS, SHEET-GLASS, ROLLED GLASS, PLATE-GLASS, CATHEDRAL-GLASS, AND ORNAMENTAL GLASS",0,,"[CLS]BRITISH GLASS P.B. [SEP] PRISMATIC GLASS, SHEET-GLASS, ROLLED GLASS, PLATE-GLASS, CATHEDRAL-GLASS, AND ORNAMENTAL GLASS [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71007578,25,THE BIKE,2,JOCK-STRAP SUSPENSORIES,0,,"[CLS]THE BIKE [SEP] JOCK-STRAP SUSPENSORIES [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71007586,2,PORCELITE,1,"VARNISHES, ENAMELS, AND VARNISH-PAINTS",0,,"[CLS]PORCELITE [SEP] VARNISHES, ENAMELS, AND VARNISH-PAINTS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71007589,2,THOMSON'S,1,"PREPARED AND MIXED PAINTS, VARNISHES, COLORS, FILLERS, SURFACERS, STAINS, AND ENAMELS",0,,"[CLS]THOMSON'S [SEP] PREPARED AND MIXED PAINTS, VARNISHES, COLORS, FILLERS, SURFACERS, STAINS, AND ENAMELS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71007641,25,TREADEASY,1,LEATHER BOOTS AND SHOES,0,,"[CLS]TREADEASY [SEP] LEATHER BOOTS AND SHOES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71007696,33,PEPPER JAS.E. PEPPER & CO.,5,WHISKY,0,,[CLS]PEPPER JAS.E. PEPPER & CO. [SEP] WHISKY [SEP] mark absent in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 33 [SEP] Alcoholic beverages (except beers). [SEP] Pseudo mark is  [CLS]
71007714,29,BOVRIL,1,EXTRACTS AND ESSENCES OF MEAT,1,,"[CLS]BOVRIL [SEP] EXTRACTS AND ESSENCES OF MEAT [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71007724,2,FLINT FILLER,2,VARNISHES AND JAPANS,1,,"[CLS]FLINT FILLER [SEP] VARNISHES AND JAPANS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71007725,2,FLINT PRIMER,2,VARNISHES AND JAPANS,1,,"[CLS]FLINT PRIMER [SEP] VARNISHES AND JAPANS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71007727,2,ADAMANT,1,VARNISHES AND JAPANS,1,,"[CLS]ADAMANT [SEP] VARNISHES AND JAPANS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71007731,30,COTTON WHITE,2,WHEAT-FLOUR,1,,"[CLS]COTTON WHITE [SEP] WHEAT-FLOUR [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71007732,23,CORTICELLI SPOOL A SILK WARRANTED 100 YDS WARANTED,8,"THREAD OF SILK, COTTON, OR FLAX FOR SEWING, STITCHING, CROCHETING, EMBROIDERING, KNITTING, OR ANY OTHER USE",0,100 YARDS,"[CLS]CORTICELLI SPOOL A SILK WARRANTED 100 YDS WARANTED [SEP] THREAD OF SILK, COTTON, OR FLAX FOR SEWING, STITCHING, CROCHETING, EMBROIDERING, KNITTING, OR ANY OTHER USE [SEP] mark absent in Wordnet [SEP] Mark length is 8 [SEP] NICE category is 23 [SEP] Yarns and threads, for textile use. [SEP] Pseudo mark is 100 YARDS [CLS]"
71007736,29,CARNATION BRAND,2,CONDENSED MILK,1,,"[CLS]CARNATION BRAND [SEP] CONDENSED MILK [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71007743,17,SIL-O-CEL,1,FIREPROOF INSULATION FOR FLOORS AND WALLS,0,,"[CLS]SIL-O-CEL [SEP] FIREPROOF INSULATION FOR FLOORS AND WALLS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 17 [SEP] Unprocessed and semi-processed rubber, gutta-percha, gum, asbestos, mica and substitutes for all these materials; plastics and resins in extruded form for use in manufacture; packing, stopping and insulating materials; flexible pipes, tubes and hoses, not of metal. [SEP] Pseudo mark is  [CLS]"
71007777,2,EMERITE,1,VARNISH,0,,"[CLS]EMERITE [SEP] VARNISH [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71007781,25,EDUCATOR,1,LEATHER BOOTS AND SHOES [ AND LEATHER USED IN THEIR MANUFACTURE ],1,,"[CLS]EDUCATOR [SEP] LEATHER BOOTS AND SHOES [ AND LEATHER USED IN THEIR MANUFACTURE ] [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71007804,6,CAMEL,1,"TRIMMINGS FOR FREIGHT-CAR DOORS COMPRISING DOOR HANGERS,FASTENERS, AND GUIDE-BRACKETS",1,,"[CLS]CAMEL [SEP] TRIMMINGS FOR FREIGHT-CAR DOORS COMPRISING DOOR HANGERS,FASTENERS, AND GUIDE-BRACKETS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
